titol_accident;data_publicacio;hora_publicacio;total_victimes;data_accident;hora_avis;via;descripcio_accident;enllac
(Zona Urbana) El Servei Català de Trànsit informa que un menor ha mort atropellat a la BV-5305 a Taradell (Osona);25/03/2019;20:19;N/A;25 de març de 2019;16.35;BV-5305 al punt quilomètric 0.1, a Taradell (Osona);Sinistre viari mortal en zona urbanaEl Servei Català de Trànsit informa que aquesta tarda s’ha registrat un accident de trànsit al punt quilomètric 0.1 de la BV-5305 a Taradell (Osona), en zona urbana. Els Mossos d’Esquadra han rebut l’avís a les 16.35 h.Per causes que encara s'estan investigant, un turisme ha atropellat a un vianant, menor d’edat, que creuava pel pas de vianants. Com a conseqüència de l’impacte, el nen ha resultat ferit crític i ha estat traslladat a l’Hospital de Vic. Un cop al centre hospitalari, posteriorment, el nen ha mort. Pel que fa al conductor del turisme, els Mossos d’Esquadra informen que s’ha procedit a la seva detenció per homicidi imprudent.Arran de la incidència, s’han activat set patrulles del cos dels Mossos d’Esquadra i tres ambulàncies i l’helicòpter del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.25 de març de 201920.15 h;/ca/detalls/Noticia/20190325_acc_BV5305.html
Ampliació de l'accident mortal d'ahir al vespre a l'N-420 a Gandesa (Terra Alta);25/03/2019;14:34;N/A;N/A;N/A;N/A;N/A;/ca/detalls/Noticia/20190325_acc_n420
El Servei Català de Trànsit informa que la conductora d’un turisme va morir ahir al vespre en una col·lisió frontal a l’N-420 a Gandesa (Terra Alta);25/03/2019;08:52;N/A;24 de març de 2019;20.12;N-420, al punt quilomètric 803, a Gandesa (Terra Alta); El Servei Català de Trànsit informa que ahir al vespre es va registrar un accident de trànsit mortal al punt quilomètric 803 de l’N-420 a l’altura de Gandesa (Terra Alta). Els Mossos d’Esquadra van rebre l’avís a les 20.12 h.Per causes que encara s'estan investigant, es va produir un xoc frontal entre dos turismes. Com a conseqüència de la topada, va morir la conductora d’un dels vehicles. Es tracta de C.M.M., de 52 anys i veïna de Gandesa. El conductor de l’altre cotxe implicat va resultar ferit crític i va ser traslladat a l’hospital Joan XXIII.Arran de la incidència, es van activar quatre patrulles del cos dels Mossos d’Esquadra, set dotacions de Bombers de la Generalitat, sis ambulàncies i el Servei de suport psicològic del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, l’N-420 es va tallar en el punt del sinistre fins a les 22.11 h aproximadament, tot i que es van fer desviaments.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 25 de març de 201908.30 h;/ca/detalls/Noticia/20190325_acc_N420
El Servei Català de Trànsit informa que un ciclista ha mort en un accident de trànsit a l’N-260 a Montellà i Martinet (Baixa Cerdanya);24/03/2019;17:20;32;24 de març de 2019;12:30;N-260, al punt quilomètric 204, a Montellà i Martinet (Baixa Cerdanya); El Servei Català de Trànsit informa que aquest migdia s’ha registrat un accident de trànsit mortal al punt quilomètric 204 de l’N-260 a l’altura de Montellà i Martinet (Baixa Cerdanya). Els Mossos d’Esquadra han rebut l’avís a les 12:30 h. Per causes que encara s'estan investigant, s’ha produït un accident entre un turisme i un ciclista, amb el resultat de la mort del ciclista. Es tracta d’un home de 49 anys, R.P.M. i veí de Puigcerdà. Arran de la incidència, s’han activat cinc patrulles del cos dels Mossos d’Esquadra, dues dotacions de Bombers de la Generalitat i dues ambulàncies, l’helicòpter i el Servei de suport psicològic del Sistema d’Emergències Mèdiques (SEM). El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 24 de març de 201917.00 h;/ca/detalls/Noticia/20190324_acc_n260
El Servei Català de Trànsit informa que el conductor d’un turisme va morir ahir en un xoc frontal a la C-65 a Cassà de la Selva (Gironès);24/03/2019;15:21;31;23 de març de 2019;21:18;C-65, al punt quilomètric 22, a Cassà de la Selva (Gironès); El Servei Català de Trànsit informa que ahir a la nit es va registrar un accident de trànsit mortal al punt quilomètric 22 de la C-65 a l’altura de Cassà de la Selva (Gironès). Els Mossos d’Esquadra van rebre l’avís a les 21:18 h. Per causes que encara s'estan investigant, es va produir un xoc frontal entre dos turismes, amb el resultat de la mort del conductor d’un dels dos turismes. Es tracta d’un home de 46 anys, F.A.R. i veí de Santa Cristina d’Aro. Els tres ocupants de l’altre turisme van resultar ferits menys greus i van ser traslladats a l’Hospital Trueta de Girona. Arran de la incidència, es van activar cinc patrulles del cos dels Mossos d’Esquadra, tres dotacions de Bombers de la Generalitat i quatre ambulàncies del Sistema d’Emergències Mèdiques (SEM). El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 24 de març de 201915.00 h;/ca/detalls/Noticia/20190324_acc_C65
El Servei Català de Trànsit informa que un ciclista va morir ahir en un accident de trànsit a la C-25 a Arbúcies (Selva);24/03/2019;12:17;N/A;23 de març de 2019;14:10;C-25, al punt quilomètric 212, a Arbúcies (Selva); El Servei Català de Trànsit informa que ahir es va registrar un accident de trànsit mortal al punt quilomètric 212 de la C-25 a l’altura d’Arbúcies (Selva). Els Mossos d’Esquadra van rebre l’avís a les 14:10 h. Per causes que encara s'estan investigant, es va produir una col·lisió entre un turisme i un ciclista, amb el resultat de la mort del ciclista. Es tracta d’un home de 84 anys, K.R., de nacionalitat alemanya, que estava de vacances. L’home anava amb un grup d’amics, s’hauria despistat del grup i hauria entrat sense adonar-se’n a l’autovia, quan els ciclistes tenen prohibit circular per aquesta via. Arran de la incidència, es van activar cinc patrulles del cos dels Mossos d’Esquadra, tres dotacions de Bombers de la Generalitat i dues ambulàncies i l’helicòpter del Sistema d’Emergències Mèdiques (SEM). Pel que fa a l’afectació viària, la C-25 es va tallar en sentit Girona. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. *durant la setmana s’ha produït una variació en la xifra de víctimes mortals per accident de trànsit en zona interurbana. Aquesta és ara la xifra oficial.;/ca/detalls/Noticia/20190324_acc_C25_Arbucies
El Servei Català de Trànsit informa que el conductor d’una motocicleta ha mort en un accident a la C-35 a Llinars del Vallès (Vallès Oriental);23/03/2019;15:22;30;23 de març de 2019;11:15;C-35, al punt quilomètric 48,90, a Llinars del Vallès (Vallès Oriental); El Servei Català de Trànsit informa que aquest matí s’ha registrat un accident de trànsit mortal al punt quilomètric 48,90 de la C-35 a l’altura de Llinars del Vallès (Vallès Oriental). Els Mossos d’Esquadra han rebut l’avís a les 11:15 h. Per causes que encara s'estan investigant, s’ha produït un xoc frontal entre una motocicleta i un camió, amb el resultat de la mort del conductor de la motocicleta. Es tracta d’un home de 69 anys, M.D.L. i veí de Montmeló. Arran de la incidència, s’han activat cinc patrulles del cos dels Mossos d’Esquadra, una dotació de Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM). Pel que fa a l’afectació viària, la C-35 s’ha tallat i s’han fet desviaments senyalitzats. En aquests moments, la via ja està oberta. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 23 de març de 201915.00 h;/ca/detalls/Noticia/20190323_acc_C35_Llinars
El Servei Català de Trànsit informa que la conductora d’un turisme ha mort en una col·lisió múltiple a l’A-2 a Alcarràs (Segrià);22/03/2019;20:32;29;22 de març de 2019;15.58;A-2, al punt quilomètric 450, a Alcarràs (Segrià); El Servei Català de Trànsit informa que aquesta tarda s’ha registrat un accident de trànsit mortal al punt quilomètric 450 de l’A-2 a l’altura d’Alcarràs  (Segrià), en direcció Soses. Els Mossos d’Esquadra han rebut l’avís a les 15.58 h. Per causes que encara s'estan investigant, hi ha hagut una col·lisió per encalç múltiple entre una grua, dos camions i un turisme. La grua estava carregant un vehicle avariat però se li ha trencat la peça de remolc i el cotxe ha quedat al mig de la via. Un primer camió i el turisme que conduïa la víctima haurien frenat i l’haurien pogut esquivar però un segon camió que circulava darrera no hauria pogut aturar-se i ha topat contra el cotxe de la dona que ha mort.  Es tracta d'E.P.C.S., de 46 anys i veïna de Fraga. En el sinistre també hi ha hagut tres persones ferides lleus que han estat donades d’alta in situ. Arran de la incidència, s’han activat cinc patrulles del cos dels Mossos d’Esquadra, cinc dotacions de Bombers de la Generalitat, i dos helicòpters i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM). Pel que fa a l’afectació viària, l’A-2 s’ha tallat a Alcarràs en direcció Soses i el trànsit s’ha desviat per l’interior de la població. La via s’ha reobert cap a les 19.35 h. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 22 de març de 201920.25 h;/ca/detalls/Noticia/20190322_acc_A-2
El Servei Català de Trànsit informa que el conductor d’una furgoneta ha mort en una col·lisió a l’AP-7 a Tarragona (Tarragonès);22/03/2019;16:38;28;22 de març de 2019;05.57;AP-7, al punt quilomètric 243,5, a Tarragona (Tarragonès), en sentit nord; El Servei Català de Trànsit informa que aquest matí s’ha registrat un accident de trànsit mortal al punt quilomètric 243,5 de l’AP-7 a l’altura de Tarragona (Tarragonès), en sentit nord. Els Mossos d’Esquadra han rebut l’avís a les 05.57 h. Per causes que encara s'estan investigant, hi ha hagut una col·lisió entre un camió i una furgoneta. Com a conseqüència de la topada, el conductor de la furgoneta ha resultat ferit crític i ha estat traslladat a l’hospital Joan XXIII on ha mort posteriorment. Es tracta d'I.R.G., de 40 anys i veí de Reus.Arran de la incidència, s’han activat nou patrulles del cos dels Mossos d’Esquadra, dues dotacions de Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, hi ha hagut restriccions a l’AP-7 a Tarragona en direcció Barcelona. La situació s’ha normalitzat en el tram del sinistre cap a les 09.44 h.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 22 de març de 201916.30h;/ca/detalls/Noticia/20190322_acc_AP_7
El Servei Català de Trànsit informa que el conductor d’una motocicleta ha mort en una sortida de via a l’A-2 al Bruc (Anoia);20/03/2019;21:04;N/A;20 de març de 2019;06.50;A-2, al punt quilomètric 569, al Bruc (Anoia), en sentit Barcelona;El Servei Català de Trànsit informa que aquest matí s’ha registrat un accident de trànsit mortal al punt quilomètric 569 de l’A-2 a l’altura del Bruc (Anoia), en sentit Barcelona. Els Mossos d’Esquadra han rebut l’avís a les 06.50 h.Per causes que encara s'estan investigant, hi ha hagut una sortida de via d’una motocicleta. A conseqüència de l’accident, ha mort el seu conductor i únic ocupant. Es tracta de J. M. C., de 38 anys i veí d’Igualada.Arran de la incidència, s’han activat quatre patrulles del cos dels Mossos d’Esquadra i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, hi ha hagut restriccions a l’A-2 al Bruc en sentit Barcelona i s’han fet desviaments per una via lateral. Això ha provocat uns 8km de congestió. La situació s’ha normalitzat cap a les onze del matí.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.20 de març de 201921.00 h;/ca/detalls/Noticia/20190320_acc_A2
El Servei Català de Trànsit informa que el conductor d’un turisme ha mort en una sortida de via a la T-340 a Deltebre (Baix Ebre);17/03/2019;11:02;26;17 de març de 2019;04.40;T-340, al punt quilomètric 15.5, a Deltebre (Baix Ebre);El Servei Català de Trànsit informa que aquesta matinada s’ha registrat un accident de trànsit al punt quilomètric 15,5 de la T-340 a l’altura de Deltebre (Baix Ebre), en sentit Riumar. Els Mossos d’Esquadra han rebut l’avís a les 04.40 h.Per causes que encara s'estan investigant, un turisme ha sortit de la via. A conseqüència de l’accident, ha mort el conductor, J.C.S., un home de 21 anys i veí de Deltebre. Per la seva banda, el passatger davanter ha resultat ferit greu i ha estat traslladat a l’Hospital d’Amposta.Arran de la incidència, s’han activat cinc patrulles del cos dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat, els quals han efectuat tasques d’excarceració, i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 17 de març de 201911.00 h;/ca/detalls/Noticia/20190317_acc_T340.html
El Servei Català de Trànsit informa que una persona va morir ahir a la nit atropellada en un accident a la C-14 a la Selva del Camp (Baix Camp);16/03/2019;10:38;25;15 de març de 2019;20.09;C-14, al punt quilomètric 13.8, a la Selva del Camp (El Baix Camp);El Servei Català de Trànsit informa que ahir al vespre es va registrar un accident de trànsit al punt quilomètric 13,8 de la C-14 a l’altura de la Selva del Camp (El Baix Camp). Els Mossos d’Esquadra han rebut l’avís a les 20.09 h.Per causes que encara s'estan investigant, un autocar va atropellar un home que era fora del seu vehicle perquè havia tingut una avaria. Es tracta de M.N.C., un home de 70 anys i veí de Reus. A l’autocar hi viatjaven 35 persones i cap d’elles va resultar ferida.Arran de la incidència, es van activar cinc patrulles del cos dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, es va donar pas alternatiu en el punt de l’accident i, posteriorment, a les 22.09 h es va reobrir completament la circulació.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 16 de març de 201910.30 h ;/ca/detalls/Noticia/20190316_acc_C14.html
(Zona Urbana) El Servei Català de Trànsit informa que una vianant ha mort atropellada a un carrer de Torres de Segre (Segrià);15/03/2019;13:32;N/A;15 de març de 2019;09.21;carrer Pau Casals, 3, a Torres de Segre (Segrià);Sinistre viari mortal en zona urbanaEl Servei Català de Trànsit informa que aquest matí s’ha registrat un accident de trànsit al carrer Pau Casals, núm. 3 de Torres de Segre (Segrià), en zona urbana. Els Mossos d’Esquadra han rebut l’avís a les 9.21 h.Per causes que encara s'estan investigant, un turisme ha atropellat a una vianant quan travessava el carrer per un pas de vianants. Com a conseqüència de l’impacte, ha mort la vianant, L.R.G. una dona de 89 anys i veïna de Torres de Segre. Pel que fa al conductor del turisme, els Mossos d’Esquadra informen que s’ha procedit a la seva detenció, atès que ha donat positiu a la prova de substàncies estupefaents.Arran de la incidència, s’han activat quatre patrulles del cos dels Mossos d’Esquadra i tres ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 15 de març de 201913.30 h;/ca/detalls/Noticia/20190315_acc_TorresdeSegre.html
El Servei Català de Trànsit informa que el conductor d’un vehicle ha mort en un accident a la C-12 a Sarroca de Lleida (El Segrià);13/03/2019;20:29;24;13 de març de 2019;14.36;C-12, al punt quilomètric 121, a Sarroca de Lleida (El Segrià); El Servei Català de Trànsit informa que aquesta tarda s’ha registrat un accident de trànsit al punt quilomètric 121 de la C-12 a l’altura de Sarroca de Lleida (el Segrià). Els Mossos d’Esquadra han rebut l’avís a les 14.36 h. Per causes que encara s'estan investigant, s’ha produït una col·lisió entre un turisme i una furgoneta, amb el resultat d’una persona morta, el conductor de la furgoneta. Es tracta d’un home de 88 anys, A.E.S. i veí de Sarroca de Lleida. També han resultat ferides menys greus 3 persones, que han estat traslladades a l’Hospital Arnau de Vilanova. Arran de la incidència, s’han activat dues patrulles del cos dels Mossos d’Esquadra, sis dotacions dels Bombers de la Generalitat i dues ambulàncies, l’helicòpter i el Servei de suport psicològic del Sistema d’Emergències Mèdiques (SEM). El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 13 de març de 201920.30 h;/ca/detalls/Noticia/20190313_acc_C12
El Servei Català de Trànsit informa que el conductor d’un vehicle ha mort atropellat a la C-32 a Sant Boi de Llobregat (Baix Llobregat);12/03/2019;09:16;23;12 de març de 2019;00.33;C-32, al punt quilomètric 55, a Sant Boi de Llobregat (Baix Llobregat);El Servei Català de Trànsit informa que ahir a la nit es va registrar un accident de trànsit al punt quilomètric 55 de la C-32 a l’altura de Sant Boi de Llobregat (Baix Llobregat). Els Mossos d’Esquadra van rebre l’avís a les 00.33 h.Per causes que encara s'estan investigant, un turisme ha atropellat mortalment al conductor d’un altre turisme quan aquest estava fora del seu vehicle. Es tracta de, M.C.H., un home de 45 anys i veí de Corbera de Llobregat. El conductor de l’altre turisme ha resultat ferit lleu i ha estat traslladat a l’Hospital de Bellvitge.Arran de la incidència, s’han activat sis patrulles del cos dels Mossos d’Esquadra, una dotació dels Bombers de la Generalitat i tres ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 12 de març de 201909.15 h;/ca/detalls/Noticia/20190312_acc_C32.html
(Zona Urbana) El Servei Català de Trànsit informa que un vianant ha mort atropellat en una travessera a la C-13 a Vilanova de la Barca (Segrià);12/03/2019;09:10;N/A;11 de març de 2019;19.26;C-13, al punt quilomètric 16,8, a Vilanova de la Barca (Segrià);Sinistre viari mortal Zona UrbanaEl Servei Català de Trànsit informa que ahir a la tarda es va registrar un accident de trànsit en una travessera al punt quilomètric 16,8 de la C-13 a l’altura de Vilanova de la Barca (Segrià), en zona urbana. Els Mossos d’Esquadra van rebre l’avís a les 19.26 h.Per causes que encara s'estan investigant, un turisme va atropellar un vianant quan travessava la via. L’home va resultar ferit molt greu i els efectius del Sistema d’Emergències Mèdiques (SEM) el van traslladar a l’hospital Arnau de Vilanova de Lleida, on ha mort aquesta passada nit. Es tracta de B.V.S., un home de 92 anys i veí de Vilanova de la Barca.Arran de la incidència, es van activar tres patrulles del cos dels Mossos d’Esquadra, i dues ambulàncies del Sistema d’Emergències Mèdiques.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.12 de març de 201909.00 h;/ca/detalls/Noticia/20190311_acc_C13.html
El Servei Català de Trànsit informa que el conductor d’un tot terreny ha mort en una sortida de via en una pista forestal a Artés (Bages);11/03/2019;11:28;22;10 de març de 2019;10.23;Pista forestal a Artés (Bages); El Servei Català de Trànsit informa que ahir al matí es va registrar un accident de trànsit en una pista forestal a l’altura d’Artés (Bages). Els Mossos d’Esquadra van rebre l’avís a les 10.23 h.Per causes que encara s'estan investigant, un tot terreny va sortir de la via i va caure per un desnivell. El conductor i únic ocupant del vehicle va resultar ferit crític i els efectius del Sistema d’Emergències Mèdiques (SEM) el van traslladar en helicòpter a l’hospital Parc Taulí de Sabadell, on ha mort aquesta passada matinada. Es tracta d'A.S.C, un home de 76 de anys i veí d’Artés.Arran de la incidència, es van activar dues patrulles del cos dels Mossos d’Esquadra, dues dotacions de Bombers de la Generalitat i una ambulància i l’helicòpter del Sistema d’Emergències Mèdiques.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 11 de març de 201910.50 h;/ca/detalls/Noticia/20190311_acc_pistaf_artes
El Servei Català de Trànsit informa que el conductor d’un turisme ha mort en una sortida de via a la C-32 a Mataró (Maresme);10/03/2019;12:36;21;10 de març de 2019;01.07;C-32, al punt quilomètric 101 a Mataró (Maresme); El Servei Català de Trànsit informa que aquesta matinada s’ha registrat un accident de trànsit mortal a la C-32 a Mataró (Maresme) en sentit nord. Els Mossos d’Esquadra han rebut l’avís a les 01.07 h.Per causes que encara s'estan investigant, un turisme ha sortit de la via i el conductor i únic ocupant del vehicle ha resultat mort. Es tracta d'A.S.H., de 48 anys i veí de Calella.Arran de la incidència, s’han activat sis patrulles del cos dels Mossos d’Esquadra, una dotació de Bombers de la Generalitat i tres ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 10 de març de 201911.35 h;/ca/detalls/Noticia/20190310_acc_C32
El Servei Català de Trànsit informa que un motorista ha mort en una sortida de via a la C-26 a Navès (Solsonès);03/03/2019;18:20;N/A;3 de març de 2019;12.38;C-26, al punt quilomètric 120,4 a Navès (Solsonès), sentit Castelldefels;El Servei Català de Trànsit informa que aquest migdia s’ha registrat un accident de trànsit mortal a la C-26 a Navès (Solsonès). Els Mossos d’Esquadra han rebut l’avís a les 12.38 h.Per causes que encara s'estan investigant, una motocicleta ha sortit de la via i el conductor i únic ocupant del vehicle ha resultat mort. Es tracta de M.G.V., de 70 anys i veí de Cornellà de Llobregat.Arran de la incidència, s’han activat tres patrulles del cos dels Mossos d’Esquadra i dues ambulàncies i l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.3 de març de 201918.10 h;/ca/detalls/Noticia/20190303_acc_c26
El Servei Català de Trànsit informa que un motorista ha mort en una col·lisió amb un turisme a la C-32 a Cornellà de Llobregat (Baix Llobregat);02/03/2019;18:37;N/A;2 de març de 2019;12.43;C-32, al punt quilomètric 60,5 a Cornellà de Llobregat (Baix Llobregat), sentit Castelldefels; El Servei Català de Trànsit informa que aquest migdia s’ha registrat un accident de trànsit mortal a la C-32 a Cornellà de Llobregat (Baix Llobregat) en sentit Castelldefels. Els Mossos d’Esquadra han rebut l’avís a les 12.43 h.Per causes que encara s'estan investigant, han col·lidit una motocicleta i un turisme. Com a conseqüència de la topada, el motorista ha resultat ferit crític i ha sigut traslladat a l’Hospital de Bellvitge on finalment ha mort. La víctima mortal, J. A.L., tenia 52 anys i era veí de Sant Boi de Llobregat.Arran de la incidència, s’han activat cinc patrulles del cos dels Mossos d’Esquadra, una dotació dels Bombers de la Generalitat i tres ambulàncies del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, s’han tallat dos carrils i hi ha hagut cues en un tram d’uns quatre quilòmetres. La circulació s’ha restablert totalment cap a les 14.10 h.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 2 de març de 201918.00 h;/ca/detalls/Noticia/20190302_acc_C32
